bee,S1,I,AM2,b,pea
bug,S1,C,IN2,b,pug
ram,S1,C,AM2,r,lamb
ram,S1,C,IN2,r,lamb
pug,S1,I,IN1,p,bug
lamp,S1,I,IN3,l,ramp
path,S1,I,IN2,p,bath
bear,S1,I,AM2,b,pear
lamb,S1,I,AM2,l,ram
lock,S1,C,IN3,l,rock
lake,S1,I,AM2,l,rake
pump,S1,C,AM2,p,bump
pea,S1,C,IN2,p,bee
peach,S1,C,AM2,p,beach
beach,S1,I,AM2,b,peach
beach,S1,I,IN2,b,peach
bump,S1,I,AM2,b,pump
pin,S1,I,IN2,p,bin
pug,S1,C,AM2,p,bug
park,S1,I,AM2,p,bark
rip,S1,I,AM2,r,lip
lip,S1,C,IN1,l,rip
bee,S1,I,IN2,b,pea
bin,S1,C,AM2,b,pin
ramp,S1,C,IN1,r,lamp
peach,S1,I,IN3,p,beach
park,S1,I,AM2,p,bark
pear,S1,C,IN3,p,bear
lamp,S1,I,AM2,l,ramp
lace,S1,I,IN3,l,race
bug,S1,I,AM2,b,pug
rain,S1,I,AM2,r,lane
lake,S1,C,IN1,l,rake
bath,S1,C,AM2,b,path
list,S1,I,IN1,l,wrist
pin,S1,C,IN3,p,bin
pear,S1,C,IN2,p,bear
rock,S1,C,AM2,r,lock
bee,S1,C,IN3,b,pea
rain,S1,C,AM2,r,lane
lane,S1,C,AM2,l,rain
bug,S1,I,AM2,b,pug
wrist,S1,I,IN3,r,list
rake,S1,I,IN2,r,lake
lip,S1,I,IN3,l,rip
bug,S1,I,IN1,b,pug
bee,S1,C,AM2,b,pea
bath,S1,C,AM2,b,path
lane,S1,I,IN1,l,rain
peach,S1,C,AM2,p,beach
bear,S1,C,AM2,b,pear
lace,S1,I,AM2,l,race
beach,S1,I,IN1,b,peach
list,S1,C,AM2,l,wrist
bug,S1,C,AM2,b,pug
bin,S1,C,IN1,b,pin
wrist,S1,C,AM2,r,list
path,S1,C,IN1,p,bath
beach,S1,C,AM2,b,peach
bee,S1,C,AM2,b,pea
lane,S1,C,IN1,l,rain
rain,S1,C,IN2,r,lane
rock,S1,C,IN3,r,lock
pin,S1,I,AM2,p,bin
bug,S1,C,IN3,b,pug
lip,S1,I,AM2,l,rip
list,S1,I,AM2,l,wrist
race,S1,I,IN1,r,lace
lip,S1,I,AM2,l,rip
rain,S1,I,AM2,r,lane
bark,S1,I,IN2,b,park
lamp,S1,I,AM2,l,ramp
pump,S1,C,IN2,p,bump
lamb,S1,C,AM2,l,ram
lane,S1,C,IN2,l,rain
bear,S1,C,IN1,b,pear
lace,S1,C,IN1,l,race
path,S1,C,AM2,p,bath
ramp,S1,I,IN3,r,lamp
pug,S1,I,AM2,p,bug
rain,S1,C,IN3,r,lane
pug,S1,I,IN3,p,bug
list,S1,I,IN2,l,wrist
pin,S1,I,AM2,p,bin
pump,S1,I,IN1,p,bump
pump,S1,C,AM2,p,bump
beach,S1,C,IN2,b,peach
bath,S1,I,AM2,b,path
rake,S1,I,AM2,r,lake
bin,S1,I,IN3,b,pin
lamb,S1,I,AM2,l,ram
wrist,S1,C,IN1,r,list
lock,S1,I,AM2,l,rock
rock,S1,C,IN1,r,lock
pump,S1,C,IN3,p,bump
ram,S1,I,IN3,r,lamb
rain,S1,I,IN1,r,lane
bug,S1,C,AM2,b,pug
race,S1,C,IN2,r,lace
pea,S1,I,IN1,p,bee
bin,S1,I,AM2,b,pin
bee,S1,I,AM2,b,pea
lace,S1,C,AM2,l,race
rock,S1,I,AM2,r,lock
pump,S1,I,IN2,p,bump
bin,S1,I,AM2,b,pin
peach,S1,I,AM2,p,beach
pear,S1,I,AM2,p,bear
ramp,S1,I,AM2,r,lamp
lane,S1,I,AM2,l,rain
beach,S1,C,IN3,b,peach
park,S1,C,IN2,p,bark
rake,S1,I,IN1,r,lake
lake,S1,I,IN3,l,rake
bump,S1,C,IN3,b,pump
bear,S1,I,AM2,b,pear
rip,S1,C,IN2,r,lip
rain,S1,C,AM2,r,lane
lip,S1,C,AM2,l,rip
rock,S1,I,IN3,r,lock
race,S1,C,AM2,r,lace
path,S1,I,AM2,p,bath
bump,S1,I,IN2,b,pump
bark,S1,I,IN3,b,park
list,S1,C,IN2,l,wrist
pea,S1,I,AM2,p,bee
race,S1,C,IN1,r,lace
pin,S1,C,AM2,p,bin
race,S1,I,AM2,r,lace
lamp,S1,C,IN3,l,ramp
lock,S1,I,IN2,l,rock
rock,S1,I,AM2,r,lock
beach,S1,C,AM2,b,peach
lamb,S1,C,IN3,l,ram
pear,S1,C,AM2,p,bear
pea,S1,I,IN3,p,bee
pea,S1,I,AM2,p,bee
pear,S1,I,AM2,p,bear
bark,S1,C,AM2,b,park
lane,S1,I,IN3,l,rain
lamp,S1,C,AM2,l,ramp
pin,S1,I,IN3,p,bin
pear,S1,I,IN2,p,bear
park,S1,I,IN1,p,bark
lace,S1,C,IN3,l,race
